,x,y
0,1899.1152592354024,3262.064253053681
1,12803.676331991473,-10063.665786873104
2,2361.0536868858935,-1289.0541825296157
3,24325.055456173708,-14896.390567974653
4,730.0636467247267,-89.04378845405715
5,1586.3184450337005,-936.6609719474923
6,-4655.530420483216,-4482.2366988814565
7,78906.10351558359,-48668.77926448223
8,466.4689294859531,47.474265204659986
9,2709.635521239688,-1106.9676081688244
10,85702.30704050981,-93291.37594520317
11,-2828.6693597131784,3713.142471658338
12,2169.185454931799,-3063.655037872304
13,126.77107746811149,92.9709035481356
14,13161.762372133195,-6312.292145900687
15,505.54956925877184,947.9762970467187
16,1625.180081173193,-1046.4890778501263
17,4167.397128257214,-3761.9353460866555
18,9726.502931274928,-6047.13697111892
19,-1058.1720963921957,-1734.2696529155419
20,9280.576344033965,-6090.67715539251
21,8706.93367221161,-11140.895092945771
22,1182.764740069852,-1113.8266708129445
23,19992.90426228992,-12941.061000708603
24,3550.281018390203,-1541.5035835101285
25,1451.6030226296084,-6651.86461227825
26,5071.805367325799,-7977.878268652348
27,14465.261153799991,-15925.310657005271
28,26637.247535735423,-18692.690931272693
29,76974.4432840355,-48118.90808351811
30,1316.8752510098652,-3998.5616316944534
31,6.196096687096299,4.19110146299732
32,7819.462410688189,-4754.084436505273
33,42229.12255097143,-38037.56557300194
34,7349.684636515149,-4323.7019539930625
35,-409.18437870500463,-382.9673212113587
36,18858.694853736048,-15395.677219793235
37,1729.3912126723214,-3353.514629887427
38,600593.4389644741,-376294.9151532567
39,4393.656690302905,-7586.929691395422
40,777.8802503242698,-2138.930312079452
41,29214.663282277088,-17982.050969299675
42,24694.97244553347,-15430.573353453536
43,35295.252756402755,-6770.1069354988085
44,50.68508694697961,50.18258466292043
45,6417.158684891399,-4893.782045258047
46,-6089.381414099455,55018.0910580194
47,26069.462903718784,-13689.299247704157
48,947.8321880318949,61.152562564375195
49,340.45992404606494,-637.2264839342978
50,39758.62667120035,-24889.18626583577
51,1996.1375526928878,-26.332161871445237
52,21021.211840693246,-11249.202723076118
53,1452.4361076307996,-6652.984398392262
54,4503.17173268036,-431.1934539944566
55,8237.614514405885,-6296.572113769367
56,304.3076863442074,-10.008187511920498
57,-337.7291720057781,-2420.5573419946018
58,3084.1506082079272,-5989.359345036792
59,69597.2726161677,-52402.801942213824
60,107680.46346526242,-63260.54009736253
61,287.8586671217208,-202.1108995220992
62,870.7084407479601,-658.6917334654911
63,3585.1662658575187,-16.07554878107133
64,208.3150709684523,-48.49575393161234
65,326.9244513025901,-134.7387877362318
66,1625.0509712311296,-1003.1060507033226
67,30666.5782553043,-16903.183355312118
68,492.65428945664837,-2019.6884823904202
69,6281.066175776557,-4436.901750802521
70,32249.456688005277,-32873.019795417335
71,-313.2595178847239,-2635.4191626107895
72,31386.612090005256,-18896.278613427057
73,37639.441812954785,-27643.649109610473
74,8191.465460884747,-20731.22773147036
75,4765.679376408656,-4177.466561673752
76,6166.678888933641,-6432.946327660371
77,13794.268959371755,-7918.886457200286
78,13305.15726783678,-9926.289720080604
79,3926.3068505875453,-5077.521787299261
80,28344.29828113914,-16399.0665272447
81,64148.55129402882,-63518.200084217635
82,1371.2091368771296,-523.7454678504029
83,9313.12920540959,-4910.018935771307
84,2175.2258915917764,-1491.0081423822824
85,421.04200481744135,126.07639764514906
86,447.4951758967701,-73.45787272182685
87,55583.435184248076,-40767.3910662487
88,7671.93693184523,-5073.839687293906
89,30209.281900678478,-18987.152140865048
90,4202.169602039595,-2716.7074466245213
91,10382.078312418615,-6214.37566546738
92,18929.887372369947,-11657.265373380718
93,31630.883195846607,-19993.31385880521
94,34.39844861728936,-21.556074115308316
95,0.5733074769548226,-0.3592679019218053
96,743.4181689557502,-1159.2593470917368
97,358277.81102231087,-226079.52559727224
98,28576.580455050822,-17881.53395361714
99,4096.28775755992,-1560.3799646493394
100,67187.21095047184,-71997.83962039201
101,30171.95142904565,-20774.081655792295
102,59899.543097686816,-26247.492416394893
103,7171.7958197472935,-4317.637565026892
104,9589.133145628999,-8299.67672297726
105,4766.7178296673555,-4180.402886438039
106,14724.321274729438,-40681.258400427614
107,755.0321357864286,-312.3612705087105
108,378.4581292012691,-231.25416898885356
109,1123.5718955604393,-505.24063982916005
110,31414.267990196775,-25561.88729346886
111,698.2287372250295,-1400.2324924389254
112,3021.469277319923,-3935.196708474111
113,8777.899246674493,-5149.38526929465
114,54999.228436795354,-31848.308537894187
115,263.58478516891097,255.05809026715175
116,14176.55010512756,-5862.786292348627
117,9197.1787904042,-10783.646886327624
118,20399.21947094703,-16016.117517424369
119,21672.415613011635,-14475.847139876854
120,461.81508288443075,-198.66960264237682
121,18568.462642927785,-11061.05799228382
122,69.0126992636213,-1.2895727062844955
123,311.80149254329814,151.69661650416796
124,906.2784710707791,-191.37453027151105
125,128.41931390927707,42.62973434556291
126,40246.38915081045,-26380.64764939965
127,1660.4050160213658,926.1057939083153
128,17101.030370158038,-13063.657257074316
129,4029.739399007937,-5323.320903608939
130,11238.618193141403,-19712.726547380094
131,14275.218930162357,-9980.301504054343
132,741.610786728106,-165.55051428109982
133,21281.18050881257,-20273.363387108882
134,6888.374995156038,-4748.495097616832
135,1461.936119146549,-146.41187513891848
136,-29.499911777331974,31.204174717093327
137,1374.3989473425754,-463.4847293465635
138,-3975.653477704118,5226.925174581292
139,4938.260230860528,-4665.730694329637
140,4387.118240658668,-586.6927806196485
141,1479.2065421614839,-1056.0990255570964
142,9831.138799043583,-10027.82274045386
143,20046.16115230843,-11648.807105094085
144,36136.3499071788,-28811.44352794584
145,57.72366666642914,194.0765965084531
146,15827.843024230033,-15289.981080232512
147,26554.720084810775,-9444.206016454596
148,8527.618341956879,-6387.232098942612
149,22256.286222491563,-1831.8399277564574
150,38380.74487664959,-23265.07743410761
151,8658.762752295972,-2209.341764942154
152,14933.756864058083,-9317.336681880379
153,2479.98208413908,-3695.4103302182525
154,991.8612735207671,3105.5697961378964
155,25799.513920664856,-14753.28363843674
156,7914.606990597226,-14255.963415892384
157,18292.95228069116,-20798.554650147737
158,20104.93359498321,-10769.671761780215
159,75515.69514467288,-47325.506961767984
160,11322.602519030464,-1781.9250014628892
161,18128.278091794687,-11299.301465783521
162,-13482.37079042815,12414.674169662874
163,174.1471640467247,-67.34748704510228
164,1724.205606079632,-878.0100868843538
165,4920.037978001794,-2825.4462951147434
166,-165.81276971935776,562.3155274197309
167,4247.985400464912,-2625.164129076139
168,40378.29849985971,-29901.298442512143
169,2308.945130023486,-1400.1690997786222
170,13586.894189504832,-13015.28728317819
171,5616.978160182185,-3710.6908977351695
172,3791.5985928594305,-1459.3398304044624
173,13717.656115783775,-8354.184941528532
174,13697.513536272276,-9575.633210053344
175,8209.976794449985,-5072.993214873658
176,22886.6760417024,-18305.48547748734
177,13448.212811246301,-20668.00548841252
178,46653.54283832222,-33459.699603736444
179,39237.48781598129,-27308.345918365958
180,197080.77834833696,-123471.77700372235
181,3556.0129670244023,6695.234409721193
182,9043.523500364994,-4337.855772583252
183,5983.467058079042,-5270.070712543515
184,4508.847241458445,-6967.132057204661
185,119051.4706127177,-26148.66242575103
186,631.5538388312507,-507.6676688721695
187,16456.452266353004,-11433.317874268925
188,22985.28766109458,-15470.463137059003
189,36043.74821159268,-56572.833354488685
190,3661.77386882901,-1330.17512990908
191,1026.668066235788,-577.0112709739956
192,438.56589334812327,472.02680570140797
193,1003.0645996190397,-289.0185479335885
194,2391.6866355125876,-1433.6198794567097
195,16698.20897905623,-17085.47428147527
196,2271.0013353957224,-1723.0830663437678
197,14020.774362769604,-8476.180573636568
198,19459.226564523648,-12132.908100700099
199,273157.0474735272,-170816.45391463157
200,1137.3042822488703,-866.417456232935
201,108337.23465824108,-64073.22337485093
202,3747.173901183127,-5288.461326436384
203,1089.0726959762367,23.108808601985544
204,5506.50170576631,-1238.980000158072
205,1256.840396370028,-493.8886867507498
206,24301.244999686827,-28444.876694209037
207,34935.778248765426,-21667.132359378284
208,1006.167322636873,-975.6264467073702
209,2724.719710063519,-3171.3767612977654
210,15705.522863231017,-11156.726461027141
211,4.811814762034834,86.06170831069569
212,31873.84584142284,-17853.414558737863
213,39807.8175494331,-24693.652820352072
214,34936.351556242385,-21667.491627280207
215,1597.0502208954435,-1310.2995614399986
216,35876.71006521282,-29445.22467647902
217,3246.704432361653,-1846.9071409361695
218,3374.835654626793,50.12964896854925
219,0.0804308052926217,-169.4477731513915
220,15628.137893788298,-20000.903516741393
221,7467.182894546756,-5762.663283083408
222,7179.165021719535,-3926.193468675927
223,3249.4336526676325,-9065.214421862276
224,856.2043946663925,-545.02329846678
225,12673.200689825311,-6698.388330123401
226,1880.3609842047622,-285.69263021162027
227,2941.045972932476,-2801.22685118127
228,4440.180112541358,-4831.25899927762
229,2430.397652161744,-2784.717052361694
230,1318.8810222180077,-242.04173751931347
231,21172.662560024164,-38464.00218234442
232,4859.512162559586,-5779.920329995766
233,216233.32167319988,-127420.71874691054
234,31120.544115866753,-21245.49570435189
235,540.8195223841875,211.5440062096296
236,121266.28596615636,-75786.97182613956
237,911.6190755414553,-915.4941047933954
238,14381.298385107875,-3275.096542095481
239,2382.6483364094483,-8214.156082623245
240,1006.0564529975824,-733.2931949299799
241,3577.105944505748,-2183.254395455563
242,723.2458642036554,5373.741311398515
243,1375.2719901079824,-956.3627859624853
244,2181.040093772805,-3234.8636391032564
245,1005.819718963367,-424.82771387712194
246,46702.45468131392,-29000.703509857412
247,31486.393826293366,-16880.87817708443
248,9172.718592471469,-10640.717021720928
249,74645.0655947193,-44809.878191934346
250,322.8546428785055,-591.2287366659915
251,5442.153790684063,-3268.5560168794264
252,3030.022841276257,-1327.0409306053693
253,20055.946875599806,-12728.39478126221
254,2109.5283349065617,-1129.5819907962061
255,6244.858300042791,-1625.5475706919478
256,61544.76711329147,-36503.36784165828
257,851.4038512371144,-632.7686118264784
258,44122.60663433257,-25844.11056679226
259,3178.144662602871,-2874.3911616031473
260,5779.102512913152,-3469.9594100564314
261,13269.151803188428,-24220.082674954247
262,3097.421358273591,-438.0269712320769
263,1372.5331703920424,1370.235452255552
264,2913.2253283584687,5.791766139942467
265,49695.25584582103,-32018.935241760082
266,90.79481687158807,-205.35045533010506
267,31460.56228927633,-26997.511208243162
268,-9289.6197169597,-94742.43404464376
269,14479.452184608033,-8614.209678520947
270,75322.07722661075,-43677.451703011495
271,1080.9729291198228,-3283.0194730599223
272,223.9915183774451,-18.528259798508863
273,1410.0658499877272,-1293.744323911399
274,3493.3980030796874,-2195.2083131452127
275,-1665.1292145356845,2511.7497815555485
276,41566.05583629137,-25362.56230546364
277,2077.912458536785,-4089.4895000258034
278,9715.575733501546,-6459.94820347417
279,414187.084735828,-258990.65317853345
280,51702.845984228734,-45132.065290115606
281,1972.9159972288319,2705.33888767068
282,2901.1466232632224,-2164.2864603191556
283,1008.1056730944798,1374.1178316672854
284,43771.729823538924,-27337.206470569203
285,4810.076864176986,-598.3844389864655
286,34938.6447861502,-21668.928698887892
287,54.9878754556498,-190.3286848660715
288,54.911686772539724,87.80803585604727
289,1878.8976479108085,-411.6776242191063
290,61083.99892235155,-36837.8909767338
291,20927.815025543885,-1807.3050079581553
292,53385.953533039356,-33746.234255899726
293,6285.925686826029,-5038.786743211273
294,3251.185693365046,-8367.889818796633
295,63092.34064105396,-54955.7379221593
296,25818.998570535176,-17821.479012048378
297,3563.0832375312393,6686.8567277377715
298,1855.413272760195,-827.1493723040363
299,590.6334426111158,-389.2798725536348
300,10728.540751948562,-4992.952807073788
301,45195.18385882418,-28282.79258545117
302,1351.8042807470424,-1610.429153818382
303,5235.353881201697,-4811.359249918132
304,64161.41934373697,-63530.1491766837
305,1745.2822976666416,-1463.9652581238506
306,42.69905718269896,60.68547706331453
307,876.6997100305056,-1042.626199970142
308,30310.23941611381,-20720.511472884667
309,34602.842860318946,-20567.888486544223
310,489.2143075046879,-639.0392855956028
311,87.19470873031396,-103.53505524562969
312,1786.3644708459158,-1000.3312548544112
313,23470.08175652432,-9738.306487948377
314,342.5918382863197,-156.8038038759861
315,45674.43832065871,-28474.947119577704
316,6780.947019338399,-2316.300467094447
317,11529.269857181298,-13332.485348692619
318,-14606.265668651096,-95684.79591166621
319,62970.492829216695,-40830.33291189115
320,1976.183693849191,-4002.032912028125
321,15632.249566365774,-20007.664215833705
322,9411.116672297121,-3470.448916800079
323,1292.4693351839444,-1613.6463697989093
324,7598.874841524796,-9788.689485023584
325,131.12943629356738,24.741488335924853
326,9549.954552596344,-3664.8931250763203
327,11823.268520187952,-4926.015455811849
328,31269.876045417655,-21371.359356816687
329,3723.8555827712244,-4115.632847359439
330,121917.12079188663,-75182.0053729079
331,988.8681467841733,-874.4275929929738
332,31229.336892275394,-20999.5988600309
333,18982.072473531363,-17506.44450846289
334,3517.4961603287825,-257.82029349134183
335,209.01795194880356,-61.61036506038485
336,31001.21735829675,-18741.66410623665
337,18646.366892640788,-21349.595539134498
338,11139.47424155015,-6708.9795009360205
339,582.0321013147797,7.468091259645666
340,2875.556483705737,-1673.2917548747093
341,26376.439389959276,-18783.61970559982
342,3384.0020827284993,-1660.168365722175
343,956217.8367775672,-593906.6196491658
344,27480.979577678227,-38539.287533013936
345,5159.635781666127,-2962.6140759573245
346,7917.958230911123,-5807.736770389884
347,2463.455719933556,-1438.870752759368
348,32138.348696676632,-40500.732585130805
349,35276.79689698693,-26872.963751947216
350,332.6790545254736,-139.92427778849625
351,30.745021920292885,-78.04060578755747
352,136852.15061099228,-104651.65430584623
353,5908.297040544348,-2555.848097734138
354,7018.073015184879,-7323.51495884816
355,11118.843632973712,-4201.744772630933
356,-15311.993406626447,16281.894276339084
357,28625.61400777351,-25433.138119913754
358,299.65974885122785,-238.46100772702312
359,9760.960753464764,-4584.570463044137
360,6435.305508340896,810.4441341986316
361,8519.524767681396,-14517.892480397004
362,3167.7623000806984,2251.030383507215
363,530.8972257667388,-382.9754821185684
364,7449.751980333548,-4613.408898422561
365,8595.62901332184,-5389.415572291249
366,6092.542024547265,-11172.032985923106
367,-18970.91256744272,16610.55327150417
368,15336.591986308014,-9555.756424395433
369,878.438064029574,-898.3056633620308
370,38028.73760660711,-33936.25711929382
371,19533.609955755684,-14141.755675590102
372,3404.9794552032895,-2501.870898308658
373,3878.6563665927965,-1738.1362459760378
374,1802.7073797691303,-1165.5143614118056
375,3278.1682121981976,-2053.659374684463
376,-805.5011651340603,-3430.5823083076566
377,25502.145052915832,-15164.255537520361
378,85987.27941645734,-52068.534096028096
379,2380.9742622123204,-2555.3728332031546
380,3244.355161090673,-1608.2332413174256
381,43287.28600404708,-25322.841882926474
382,43027.74727082917,-18117.26393668407
383,10742.496603980231,-14834.223931931869
384,4256.510254919715,-3750.1438023480773
385,4014.619715032122,-9633.068175331773
386,27288.512515221122,-19296.86927367235
387,1526.05611388766,625.8673046023476
388,48126.102505439914,-45639.86421422306
389,16948.464813587783,-10477.667091053929
390,45.375907744054985,-1851.707083525871
391,1374.436633631006,-943.6115537543552
392,8574.059199423322,-7741.325360107443
393,24469.27327530107,-16003.102224323688
394,6809.194107066021,-1949.0755835306104
395,1419.7288191546984,-2608.2795964626903
396,42.4016115244849,61.57063227844588
397,33518.38678063389,-20878.622110884728
398,2400.327362642563,-2931.5416166836776
399,1445.5646139862315,-1851.2479901922443
400,938.0493189622516,-572.5933672235246
401,58208.744409595005,-36439.67963452556
402,4375.112068596343,-454.6988544872555
403,8510.121911372433,-4354.2402776489225
404,243.56013655251957,77.14840360494794
405,45077.423609565194,-34812.35165954126
406,4408.075423614885,-3085.5939860163426
407,78928.96878896556,-48676.09548447693
408,10510.241325085362,-5663.090701966337
409,12323.590162618955,-6743.692588206913
410,5738.531373433174,-3642.4383448401654
411,68427.40881342471,-39230.28510251395
412,3059.268556288836,-1565.1333708913817
413,54614.99531736504,-32000.285593797264
414,1227.5240767424189,-710.8468840870796
415,9850.871427158287,-16307.038921296647
416,2424.6416154325543,-2915.670099783535
417,32950.961740431085,-21114.47192230162
418,306.4441512756676,-11.64588427469139
419,956.6936376174677,-523.3056283258884
420,8006.928557824223,-9533.469185151123
421,1685.8886572628642,-1425.6054815820494
422,2255.609836918823,-792.8055584588813
423,2580.335955287544,-2075.541566034
424,955.7037876399173,-522.3864673669611
425,14455.503210062854,-10219.558457814042
426,52321.93792209516,-32778.858867180556
427,973.7185813617053,-602.6964310599948
428,119501.49100772246,-72398.27882173457
429,7472.2365705678985,-4890.164982018179
430,103.80457984890863,-69.91138368705708
431,2388.2809294575077,-1209.8369560488563
432,9679.010321084503,-7889.571766265546
433,9414.484519540634,-3271.7929447718507
434,24.09904118419541,5.579407036355413
435,26175.68073499715,-12144.640835841095
436,528.4362241452321,-472.8343862816527
437,2213.050103348778,-2454.787088568414
438,956214.3969327054,-593904.4640417543
439,2877.166753511941,-3084.806624994892
440,21155.09510319455,-16772.744060759767
441,8356.420965560039,-5238.800979288608
442,-3904.1567060925026,14281.956617820693
443,11227.826643763838,-3256.9722456972463
444,6184.299621962831,-6243.064619509443
445,19698.185261148046,-12182.69926291461
446,3071.9461076346633,-603.3404403716715
447,15404.801177066252,-13872.355403987574
448,72106.28104718454,-36514.80200975608
449,4265.64650310063,-1093.137469497096
450,6153.263683802329,-3583.251084623227
451,457.26853647307144,-522.7636012892099
452,2783.5407340834736,-2851.5718633484375
453,-10452.13365126405,10692.947036775107
454,414198.5508853671,-258997.8385365719
455,18572.92107996609,-19339.867452049257
456,4073.7997676425225,2621.153807716669
457,570.5864824742546,-2464.699049786571
458,114.6704421825475,-33.98424731766913
459,6029.988519068278,-7602.739319418692
460,-2626.0368426669356,-9543.875562502524
461,5962.476328033245,-7551.670451451471
462,95227.78672367887,-58958.204436530046
463,11541.873637056131,-13346.958603358271
464,1935.3041932631086,-1472.7457893006315
465,38032.540241540955,-33940.134388284605
466,6008.748279506712,-2641.017541082932
467,82838.15383663797,-55119.13514849667
468,44762.51826880414,-50014.65520718228
469,14791.224538862067,-8772.702051329396
470,16638.10952972985,-10162.56881087442
471,2028.397660196733,-2320.3443883030372
472,5180.393825563256,-3321.133743745365
473,46684.875155141715,-2497.333771475939
474,273170.23420233536,-170824.8228244598
475,4577.385773930298,-4606.739971937936
476,400.9014111672072,-736.0737742093113
477,2468.472379532564,-1393.1628424566045
478,85121.59196379024,-50589.1299718294
479,9009.363001388061,-9546.930684226694
480,220.7171036134741,-221.1291833654241
481,37374.813553379056,-23391.512773067872
482,28727.034459421946,-13577.075972205559
483,12772.641335178156,-5505.8369220387885
484,9026.40622480677,-13247.792216167738
485,4498.853363270513,-3500.282510831111
486,33247.13153950163,-26462.051455803496
487,26382.19819468879,-16491.735133645212
488,16232.858985104838,-20747.222887646974
489,8013.176695333159,-9541.867581006205
490,2621.867016192722,-4280.287685449356
491,511.2903856957946,-4921.631907601636
492,208.30881730124932,-181.0411399902793
493,1422.7079916816292,-87.54402669391123
494,8184.916982723054,-4670.150188630611
495,7987.561827968533,-4320.817861399434
496,16310.13085970311,-11619.242922901434
497,10905.25233703496,-979.2693793971093
498,459.4398105153789,-205.24659073285642
499,3637.405898802471,-4231.061831670126
